id,number,name,type,zone,from_station_code,from_station_name,to_station_code,to_station_name,departure,arrival,duration,number_of_halts,distance,departure_days,sunday,monday,tuesday,wednesday,thursday,friday,saturday,classes,first_ac,second_ac,third_ac,first_class,sleeper,chair_car,second_sitting,return_train,date_from,date_to
104,06948,"Hubli Jn - Vasco Da Gama Link Express",Exp,?,UBL,"Hubli Junction",VSG,"Vasco Da Gama",23:00,06:30,"7h 30m",7,"236 km",SMTWTFS,1,1,1,1,1,1,1,"SL 3A",0,0,1,0,1,0,0,,,
105,07003,"Hyderabad-Korba Special",Exp,SCR,HYB,"Hyderabad Deccan Nampally",KRBA,Korba,10:45,05:45,"19h 0m",16,"996 km",--T----,0,0,1,0,0,0,0,"SL 3A 2A",0,1,1,0,1,0,0,07004,"Nov 22","Dec 20"
106,07004,"Korba-Hyderabad Special",Exp,SCR,KRBA,Korba,HYB,"Hyderabad Deccan Nampally",08:00,04:45,"20h 45m",18,"999 km",---W---,0,0,0,1,0,0,0,"SL 3A 2A",0,1,1,0,1,0,0,07003,"","Dec 21"
107,07105,"Ajmer - Hyderabad Special",Exp,SCR,AII,"Ajmer Junction",HYB,"Hyderabad Deccan Nampally",22:45,14:00,"39h 15m",31,"2033 km",S------,1,0,0,0,0,0,0,"SL 3A 2A",0,1,1,0,1,0,0,07106,"","Dec 04"
108,07106,"Hyderabad-Ajmer Weekly Special",Exp,SCR,HYB,"Hyderabad Deccan Nampally",AII,"Ajmer Junction",21:35,14:30,"40h 55m",31,"2034 km",-----F-,0,0,0,0,0,1,0,"SL 3A 2A",0,1,1,0,1,0,0,07105,"Nov 18","Dec 02"
109,07143,"Hyderabad - C.Shahu Maharaj T. Kolhapur Special",Exp,SCR,HYB,"Hyderabad Deccan Nampally",KOP,"Shahu Maharaj Terminus",23:10,22:45,"23h 35m",33,"998 km",S-TW--S,1,0,1,1,0,0,1,"SL 3A 2A",0,1,1,0,1,0,0,07144,,
110,07144,"Shahu Maharaj T. Kolhapur - Hyderabad Special",Exp,SCR,KOP,"Shahu Maharaj Terminus",HYB,"Hyderabad Deccan Nampally",07:30,06:45,"23h 15m",33,"998 km",-MT-TF-,0,1,1,0,1,1,0,"SL 3A 2A",0,1,1,0,1,0,0,07143,,
111,07301,"Mysore Shimoga Express",Exp,SWR,MYS,"Mysore Junction",SMET,"Shimoga Town",22:15,06:10,"7h 55m",9,"276 km",SMTWTFS,1,1,1,1,1,1,1,SL,0,0,0,0,1,0,0,,,
112,07403,"Adilabad-Nanded Special",Pass,SCR,ADB,Adilabad,NED,"Huzur Sahib Nanded",07:30,12:15,"4h 45m",6,"185 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,07404,,
113,07404,"Nanded-Adilabad Special",Pass,SCR,NED,"Huzur Sahib Nanded",ADB,Adilabad,15:00,19:30,"4h 30m",6,"185 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,07403,,
114,07603,"Kacheguda Kamareddi Special",Pass,SCR,KCG,"Hyderabad Kacheguda",KMC,Kamareddi,09:10,12:30,"3h 20m",7,"114 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,07604,,
115,07604,"Kamareddi Kacheguda Special",Pass,SCR,KMC,Kamareddi,KCG,"Hyderabad Kacheguda",15:40,19:15,"3h 35m",6,"114 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,07603,,
116,07605,"Kamareddi-Nizamabad Passenger Special",Pass,SCR,KMC,Kamareddi,NZB,Nizamabad,12:45,13:40,"0h 55m",0,"52 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,07606,,
117,07606,"Nizamabad-Kamareddi Special",Pass,SCR,NZB,Nizamabad,KMC,Kamareddi,14:20,15:15,"0h 55m",0,"52 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,07605,,
118,07607,"Secunderabad - Mancherial Special",Exp,SCR,SC,"Secunderabad Junction",MCI,Mancherial,05:30,09:35,"4h 5m",11,"239 km",SMTWTF-,1,1,1,1,1,1,0,"",0,0,0,0,0,0,0,07608,"","Jan 31"
119,07608,"Mancherial - Secunderabad Special",Exp,SCR,MCI,Mancherial,SC,"Secunderabad Junction",10:30,14:30,"4h 0m",11,"239 km",SMTWTF-,1,1,1,1,1,1,0,"",0,0,0,0,0,0,0,07607,"","Jan 31"
120,08001,"Kharagpur-Jhargram Express Special",Exp,SER,KGP,"Kharagpur Junction",JGM,Jhargram,10:10,10:45,"0h 35m",0,"39 km",-M---F-,0,1,0,0,0,1,0,CC,0,0,0,0,0,1,0,08002,,
121,08002,"Jhargram-Kharagpur Special",Exp,SER,JGM,Jhargram,KGP,"Kharagpur Junction",18:25,19:20,"0h 55m",0,"39 km",--T---S,0,0,1,0,0,0,1,CC,0,0,0,0,0,1,0,08001,,
122,08003,"Howrah - Mysore Special",Exp,SER,HWH,"Kolkata Howrah Junction",MYS,"Mysore Junction",16:10,05:00,"36h 50m",19,"2093 km",-----F-,0,0,0,0,0,1,0,"SL 3A 2A",0,1,1,0,1,0,0,08004,"Nov 26","Jan 13"
123,08004,"Mysore - Howrah Special",Exp,SER,MYS,"Mysore Junction",HWH,"Kolkata Howrah Junction",00:30,14:50,"38h 20m",19,"2111 km",-M-----,0,1,0,0,0,0,0,"SL 3A 2A",0,1,1,0,1,0,0,08003,"Nov 28","Jan 16"
124,08017,"Kharagpur- Jhargram MEMU Special",MEMU,?,KGP,"Kharagpur Junction",JGM,Jhargram,05:10,06:00,"0h 50m",4,"38 km",SMTWTF-,1,1,1,1,1,1,0,"",0,0,0,0,0,0,0,08018,"Nov 21","Dec 31"
125,08018,"Jhargram - Kharagpur MEMU Special",MEMU,SER,JGM,Jhargram,KGP,"Kharagpur Junction",22:10,23:05,"0h 55m",4,"38 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,08017,"Nov 25","Dec 31"
126,08043,"Kolkata Shalimar-Haridwar Puja Special",Exp,SER,SHM,"Kolkata Shalimar",HW,"Haridwar Junction",17:20,23:05,"29h 45m",13,"1595 km",S------,1,0,0,0,0,0,0,"SL 3A 2A",0,1,1,0,1,0,0,08044,,
127,08051,"Kharagpur- Jhargram MEMU Special",MEMU,?,KGP,"Kharagpur Junction",JGM,Jhargram,06:07,06:45,"0h 38m",0,"38 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,08052,"Nov 25","Dec 31"
128,08052,"Jhargram - Kharagpur MEMU Special",MEMU,SER,JGM,Jhargram,KGP,"Kharagpur Junction",18:00,18:40,"0h 40m",0,"38 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,08051,"Nov 21","Dec 31"
129,08055,"Shalimar-Tirupati Special",SF,SER,SHM,"Kolkata Shalimar",TPTY,"Tirupati Main",15:50,18:00,"26h 10m",18,"1616 km",----T--,0,0,0,0,1,0,0,"SL 3A 2A",0,1,1,0,1,0,0,08056,"","Jan 12"
130,08056,"Tirupati-Kolkata Shalimar Special",SF,SER,TPTY,"Tirupati Main",SHM,"Kolkata Shalimar",19:45,23:00,"27h 15m",18,"1616 km",-----F-,0,0,0,0,0,1,0,"SL 3A 2A",0,1,1,0,1,0,0,08055,"","Jan 13"
131,08060,"Howrah - Mumbai LTT SF Special",SF,SER,HWH,"Kolkata Howrah Junction",LTT,"Mumbai Lokmanya Tilak Terminus",14:35,23:15,"32h 40m",17,"1952 km",SMTWTFS,1,1,1,1,1,1,1,"SL 3A 2A",0,1,1,0,1,0,0,08059,"Nov 29","Jan 17"
132,08113,"Tatanagar Bilaspur Passenger",Pass,SER,TATA,"Tatanagar Junction",BSP,"Bilaspur Junction",16:30,06:45,"14h 15m",52,"470 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,08114,,
133,08114,"Bilaspur Tatanagar Passenger",Pass,SER,BSP,"Bilaspur Junction",TATA,"Tatanagar Junction",18:50,12:30,"17h 40m",51,"470 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,08113,,
134,08469,"Puri-Bangalore weekly Garib Rath special",GR,ECoR,PURI,Puri,SBC,"Bangalore City Junction",14:30,22:45,"32h 15m",19,"1529 km",-----F-,0,0,0,0,0,1,0,3A,0,0,1,0,0,0,0,08470,,
135,08470,"Bangalore-Puri Garib Rath Special",GR,ECoR,SBC,"Bangalore City Junction",PURI,Puri,23:55,05:50,"29h 55m",19,"1529 km",------S,0,0,0,0,0,0,1,3A,0,0,1,0,0,0,0,08469,,
136,08471,"Bhubaneswar - Tirupati Weekly Special",Exp,ECoR,BBS,Bhubaneswar,TPTY,"Tirupati Main",11:45,09:45,"22h 0m",20,"1205 km",------S,0,0,0,0,0,0,1,"SL 3A 2A",0,1,1,0,1,0,0,08472,,
137,08472,"Tirupati - Bhubaneswar Weekly Special",Exp,ECoR,TPTY,"Tirupati Main",BBS,Bhubaneswar,14:00,14:00,"24h 0m",20,"1205 km",S------,1,0,0,0,0,0,0,"SL 3A 2A",0,1,1,0,1,0,0,08471,,
138,08565,"Visakhapatnam-Secunderabad Special",Exp,ECoR,VSKP,"Visakhapatnam Junction",SC,"Secunderabad Junction",19:40,09:00,"13h 20m",12,"701 km",--T----,0,0,1,0,0,0,0,"SL 3A 2A",0,1,1,0,1,0,0,08566,,
139,08566,"Secunderabad Vishakaptnam Special",Exp,ECoR,SC,"Secunderabad Junction",VSKP,"Visakhapatnam Junction",21:30,10:15,"12h 45m",12,"701 km",---W---,0,0,0,1,0,0,0,"SL 3A 2A",0,1,1,0,1,0,0,08565,,
140,08567,"Visakhapatnam Sainagar Shirdi special",Exp,ECoR,VSKP,"Visakhapatnam Junction",SNSI,"Sainagar Shirdi",05:30,11:00,"29h 30m",25,"1403 km",----T--,0,0,0,0,1,0,0,"SL 3A 2A",0,1,1,0,1,0,0,08568,,
141,08568,"Shirdi-Visakhapatnam Weekly Special",Exp,ECoR,SNSI,"Sainagar Shirdi",VSKP,"Visakhapatnam Junction",18:20,22:45,"28h 25m",25,"1405 km",-----F-,0,0,0,0,0,1,0,"SL 3A 2A",0,1,1,0,1,0,0,08567,,
142,08569,"Visakhapatnam-Kollam Sabarimalai Special",Exp,ECoR,VSKP,"Visakhapatnam Junction",QLN,"Kollam Junction",09:00,15:30,"30h 30m",25,"1568 km",S---T--,1,0,0,0,1,0,0,"SL 3A 2A",0,1,1,0,1,0,0,,"","Jan 15"
143,08785,"Durg Dalli Rajhara Pass",Pass,SECR,DURG,"Durg Junction",DRZ,"Dalli Rajhara",15:30,17:35,"2h 5m",6,"88 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,08786,"","Dec 31"
144,08786,"Dalli Rajhara Durg Pass",Pass,SECR,DRZ,"Dalli Rajhara",DURG,"Durg Junction",18:05,20:10,"2h 5m",6,"88 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,08785,"","Dec 31"
145,08787,"Raipur-Durg Special",Pass,SECR,R,"Raipur Junction",DURG,"Durg Junction",09:20,10:20,"1h 0m",0,"37 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,08788,,
146,08788,"Durg-Raipur Special",Pass,SECR,DURG,"Durg Junction",R,"Raipur Junction",08:05,09:05,"1h 0m",0,"37 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,08787,"","Dec 31"
147,09001,"Mumbai Central - Ahmedabad SF Special",SF,WR,BCT,"Mumbai Central",ADI,"Ahmedabad Junction",22:50,06:55,"8h 5m",3,"491 km",S-T-T--,1,0,1,0,1,0,0,"SL 3A 2A",0,1,1,0,1,0,0,09002,,
148,09002,"Ahmedabad Mumbai Central Superfast Special",SF,WR,ADI,"Ahmedabad Junction",BCT,"Mumbai Central",21:40,05:45,"8h 5m",3,"491 km",-M-W-F-,0,1,0,1,0,1,0,"SL 3A 2A",0,1,1,0,1,0,0,09001,,
149,09021,"Mumbai Bandra (T.) - Jammu Tawi (Weekly) Special",SF,WR,BDTS,"Mumbai Bandra Terminus",JAT,"Jammu Tawi",16:55,01:40,"32h 45m",13,"1955 km",-M-----,0,1,0,0,0,0,0,"SL 3A 2A 1A",1,1,1,0,1,0,0,09022,"Nov 21","Dec 19"
150,09022,"Jammu Tawi - Bandra (T.) (Weekly) SF Special",SF,WR,JAT,"Jammu Tawi",BDTS,"Mumbai Bandra Terminus",09:30,17:50,"32h 20m",13,"1957 km",---W---,0,0,0,1,0,0,0,"SL 3A 2A 1A",1,1,1,0,1,0,0,09021,"Nov 23","Dec 14"
151,09051,"Valsad-Varanasi Weekly Special",Exp,WR,BL,Valsad,BSB,"Varanasi Junction",19:40,01:10,"29h 30m",16,"1467 km",-----F-,0,0,0,0,0,1,0,"SL 3A 2A",0,1,1,0,1,0,0,09052,,
152,09221,"Porbandar Secunderabad Weekly Special",Exp,WR,PBR,Porbandar,SC,"Secunderabad Junction",23:50,10:30,"34h 40m",26,"1694 km",-M-----,0,1,0,0,0,0,0,"SL 3A 2A",0,1,1,0,1,0,0,09222,"","Jan 09"
153,09222,"Secunderabad-Porbandar Weekly Special",Exp,WR,SC,"Secunderabad Junction",PBR,Porbandar,14:50,01:30,"34h 40m",26,"1683 km",---W---,0,0,0,1,0,0,0,"SL 3A 2A",0,1,1,0,1,0,0,09221,"","Jan 11"
154,09405,"Ahmedabad Yesvantpur (Weekly) Special",Exp,WR,ADI,"Ahmedabad Junction",YPR,"Bangalore Yesvantpur Junction",19:30,04:00,"32h 30m",22,"1556 km",------S,0,0,0,0,0,0,1,"SL 3A",0,0,1,0,1,0,0,09406,"","Jan 16"
155,09406,"Yeshwantpur-Ahmedabad Special",Exp,WR,YPR,"Bangalore Yesvantpur Junction",ADI,"Ahmedabad Junction",05:50,15:10,"33h 20m",22,"1581 km",-M-----,0,1,0,0,0,0,0,"SL 3A 2A",0,1,1,0,1,0,0,09405,"Nov 21","Jan 16"
156,09561,"Bandra Terminus Okha Weekly Special",Exp,WR,BDTS,"Mumbai Bandra Terminus",OKHA,Okha,23:55,20:15,"20h 20m",12,"980 km",---W---,0,0,0,1,0,0,0,"SL 2A",0,1,0,0,1,0,0,09562,"","Jan 11"
157,09562,"Okha - Bandra Terminus Weekly Special",Exp,WR,OKHA,Okha,BDTS,"Mumbai Bandra Terminus",11:25,05:35,"18h 10m",12,"980 km",--T----,0,0,1,0,0,0,0,"SL 2A",0,1,0,0,1,0,0,09561,"","Jan 10"
158,09621,"Ajmer Jaipur SF Special",SF,NWR,AII,"Ajmer Junction",JP,"Jaipur Junction",11:45,13:40,"1h 55m",2,"135 km",SMTWTFS,1,1,1,1,1,1,1,"2S CC",0,0,0,0,0,1,1,09622,"","Dec 15"
159,09622,"Jaipur Ajmer SF Special",SF,NWR,JP,"Jaipur Junction",AII,"Ajmer Junction",14:15,16:10,"1h 55m",2,"135 km",SMTWTFS,1,1,1,1,1,1,1,"2S CC",0,0,0,0,0,1,1,09621,"","Dec 15"
160,09639,"Haridwar Ajmer Tri-Weekly Special",Exp,NWR,HW,"Haridwar Junction",AII,"Ajmer Junction",20:00,09:40,"13h 40m",12,"673 km",S-T--F-,1,0,1,0,0,1,0,"SL 3A",0,0,1,0,1,0,0,09640,"Nov 17","Nov 28"
161,09640,"Ajmer - Haridwar (Tri-weekly) Special",Exp,NWR,AII,"Ajmer Junction",HW,"Haridwar Junction",19:50,10:25,"14h 35m",12,"673 km",-M--T-S,0,1,0,0,1,0,1,"SL 3A",0,0,1,0,1,0,0,09639,"Nov 17","Nov 29"
162,09715,"Jaipur Solapur (Weekly) Special",Exp,NWR,JP,"Jaipur Junction",SUR,"Solapur Junction",12:55,02:35,"37h 40m",30,"1744 km",-M-----,0,1,0,0,0,0,0,"SL 3A 2A",0,1,1,0,1,0,0,09716,"Nov 28","Jan 11"
163,09716,"Solapur - Jaipur Special",Exp,NWR,SUR,"Solapur Junction",JP,"Jaipur Junction",06:45,18:30,"35h 45m",29,"1744 km",---W---,0,0,0,1,0,0,0,"SL 3A 2A",0,1,1,0,1,0,0,09715,"Nov 30","Jan 11"
164,09721,"Jaipur Delhi Sarai Rohilla SF Special",SF,NWR,JP,"Jaipur Junction",DEE,"Delhi Sarai Rohilla",06:00,10:30,"4h 30m",2,"303 km",SMTWTFS,1,1,1,1,1,1,1,"2S CC 3A 2A",0,1,1,0,0,1,1,09722,"","Nov 30"
165,09722,"Delhi Sarai Rohilla -Jaipur SF Special",SF,NWR,DEE,"Delhi Sarai Rohilla",JP,"Jaipur Junction",17:35,22:05,"4h 30m",2,"303 km",SMTWTFS,1,1,1,1,1,1,1,"2S CC 3A 2A",0,1,1,0,0,1,1,09721,"","Nov 30"
166,09723,"Sabarmati - Jaipur SF Holiday Special",SF,NWR,SBI,"Sabarmati Junction",JP,"Jaipur Junction",09:30,20:15,"10h 45m",4,"620 km",-MT-TF-,0,1,1,0,1,1,0,"SL 3A 2A",0,1,1,0,1,0,0,09724,"Nov 24","Jan 16"
167,09724,"Jaipur - Sabarmati SF Holiday Spl",SF,NWR,JP,"Jaipur Junction",SBI,"Sabarmati Junction",21:30,08:20,"10h 50m",4,"620 km",SM-WT--,1,1,0,1,1,0,0,"SL 3A 2A",0,1,1,0,1,0,0,09723,"","Jan 15"
168,09727,"Indore-Jaipur Special",Exp,NWR,INDB,"Indore Junction BG",JP,"Jaipur Junction",22:30,08:00,"9h 30m",7,"599 km",---W---,0,0,0,1,0,0,0,"SL 3A 2A",0,1,1,0,1,0,0,09728,"Nov 22","Jan 10"
169,09728,"Jaipur-Indore Special",Exp,NWR,JP,"Jaipur Junction",INDB,"Indore Junction BG",20:40,06:35,"9h 55m",7,"599 km",--T----,0,0,1,0,0,0,0,"SL 3A 2A",0,1,1,0,1,0,0,09727,"Nov 22","Jan 11"
170,09733,"Hanumangarh Kota Special",Exp,NWR,HMH,"Hanumangarh Junction",KOTA,"Kota Junction",18:25,09:30,"15h 5m",21,"852 km",SMTWTFS,1,1,1,1,1,1,1,"SL 3A FC 2A",0,1,1,1,1,0,0,09734,,
171,09734,"Kota Hanumangarh Special",Exp,NWR,KOTA,"Kota Junction",HMH,"Hanumangarh Junction",16:40,08:45,"16h 5m",21,"852 km",SMTWTFS,1,1,1,1,1,1,1,"SL 3A FC 2A",0,1,1,1,1,0,0,09733,,
172,09735,"Secunderabad-Jaipur Special",Exp,NWR,SC,"Secunderabad Junction",JP,"Jaipur Junction",23:25,05:55,"30h 30m",17,"1666 km",-M-----,0,1,0,0,0,0,0,"SL 3A 2A 1A",1,1,1,0,1,0,0,09736,"Nov 21","Jan 16"
173,09736,"Jaipur - Secunderabad (Weekly) Special",Exp,NWR,JP,"Jaipur Junction",SC,"Secunderabad Junction",21:10,03:55,"30h 45m",17,"1669 km",------S,0,0,0,0,0,0,1,"SL 3A 2A 1A",1,1,1,0,1,0,0,09735,"Nov 21","Jan 16"
174,09741,"Rewari - Delhi Sarai Rohilla (Daily) Special",Exp,NWR,RE,Rewari,DEE,"Delhi Sarai Rohilla",14:10,15:40,"1h 30m",1,"78 km",SMTWTFS,1,1,1,1,1,1,1,"2S CC 3A 2A",0,1,1,0,0,1,1,09742,"Nov 17","Nov 30"
175,09742,"Delhi Sarai Rohilla - Rewari (Daily) Special",Exp,NWR,DEE,"Delhi Sarai Rohilla",RE,Rewari,11:00,12:30,"1h 30m",1,"78 km",SMTWTFS,1,1,1,1,1,1,1,"2S CC 3A 2A",0,1,1,0,0,1,1,09741,"Nov 17","Nov 30"
176,09761,"Surathgarh Anupgarh Passenger",Pass,NWR,APH,Anupgarh,SOG,"Suratgarh Junction",07:00,08:35,"1h 35m",6,"78 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,09762,"","Jun 30"
177,09762,"Suratgarh - Anupgarh Passenger Special",Pass,NWR,SOG,"Suratgarh Junction",APH,Anupgarh,18:45,20:20,"1h 35m",4,"76 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,09763,"Nov 22","Jun 30"
178,09763,"Surathgarh Anupgarh Passenger",Pass,NWR,APH,Anupgarh,SOG,"Suratgarh Junction",20:40,22:15,"1h 35m",6,"78 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,09764,"","Jun 30"
179,09764,"Suratgarh - Anupgarh Passenger Special",Pass,NWR,SOG,"Suratgarh Junction",APH,Anupgarh,05:00,06:40,"1h 40m",6,"78 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,09763,"Nov 25","Jun 30"
180,09765,"Phulera Rewari Passenger Special",Pass,NWR,FL,"Phulera Junction",RE,Rewari,11:25,16:30,"5h 5m",24,"216 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,09766,"","Nov 30"
181,09766,"Rewari-Phulera Passenger Special",Pass,NWR,RE,Rewari,FL,"Phulera Junction",09:10,14:15,"5h 5m",24,"216 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,09765,"","Nov 30"
182,10001,"Satpura Express",Exp,SECR,BTC,"Balaghat Junction",JBP,"Jabalpur Junction",12:45,19:35,"6h 50m",10,"187 km",SMTWTFS,1,1,1,1,1,1,1,FC,0,0,0,1,0,0,0,10002,,
183,10002,"Satpura Express",Exp,SECR,JBP,"Jabalpur Junction",BTC,"Balaghat Junction",05:30,12:10,"6h 40m",10,"187 km",SMTWTFS,1,1,1,1,1,1,1,FC,0,0,0,1,0,0,0,10001,,
184,10103,"Mandovi Express",Exp,KR,CSTM,"Mumbai CST",MAO,"Madgaon Junction",06:55,18:45,"11h 50m",18,"765 km",SMTWTFS,1,1,1,1,1,1,1,"2S SL 3A 2A 1A",1,1,1,0,1,0,1,10104,,
185,10104,"Mandovi Express",Exp,KR,MAO,"Madgaon Junction",CSTM,"Mumbai CST",09:30,21:30,"12h 0m",18,"765 km",SMTWTFS,1,1,1,1,1,1,1,"2S SL 3A 2A 1A",1,1,1,0,1,0,1,10103,,
186,10111,"Konkan Kanya Express",Exp,KR,CSTM,"Mumbai CST",MAO,"Madgaon Junction",23:05,10:45,"11h 40m",18,"765 km",SMTWTFS,1,1,1,1,1,1,1,"SL 3A 2A 1A",1,1,1,0,1,0,0,10112,,
187,10112,"Konkan Kanya Express",Exp,KR,MAO,"Madgaon Junction",CSTM,"Mumbai CST",18:00,05:50,"11h 50m",18,"765 km",SMTWTFS,1,1,1,1,1,1,1,"SL 3A 2A 1A",1,1,1,0,1,0,0,10111,,
188,10215,"Madgaon Ernakulam Weekly Super Fast Express",Exp,KR,MAO,"Madgaon Junction",ERS,"Ernakulam Junction (South)",21:30,10:55,"13h 25m",11,"850 km",S------,1,0,0,0,0,0,0,"SL 3A 2A 1A",1,1,1,0,1,0,0,10216,,
189,10216,"Ernakulam Madgaon Weekly SF Express",Exp,KR,ERS,"Ernakulam Junction (South)",MAO,"Madgaon Junction",14:35,04:00,"13h 25m",11,"850 km",-M-----,0,1,0,0,0,0,0,"SL 3A 2A 1A",1,1,1,0,1,0,0,10215,,
190,11003,"Dadar - Sawantwadi Road Rajya Rani Express",Exp,CR,DR,"Mumbai Dadar Central",SWV,"Sawantwadi Road",23:55,10:55,"11h 0m",19,"646 km",SMTWTFS,1,1,1,1,1,1,1,"SL 3A 2A",0,1,1,0,1,0,0,11004,,
191,11004,"Rajya Rani express",Exp,CR,SWV,"Sawantwadi Road",DR,"Mumbai Dadar Central",18:10,06:30,"12h 20m",19,"646 km",SMTWTFS,1,1,1,1,1,1,1,"SL 3A 2A",0,1,1,0,1,0,0,11003,,
192,11007,"Deccan Express",Exp,CR,CSTM,"Mumbai CST",PUNE,"Pune Junction",07:10,11:10,"4h 0m",10,"192 km",SMTWTFS,1,1,1,1,1,1,1,"2S CC",0,0,0,0,0,1,1,11008,,
193,11008,"Deccan Express",Exp,CR,PUNE,"Pune Junction",CSTM,"Mumbai CST",15:30,19:40,"4h 10m",9,"192 km",SMTWTFS,1,1,1,1,1,1,1,"2S CC",0,0,0,0,0,1,1,11007,,
194,11009,"Sinhagad Express",Exp,CR,CSTM,"Mumbai CST",PUNE,"Pune Junction",14:30,18:40,"4h 10m",10,"192 km",SMTWTFS,1,1,1,1,1,1,1,"2S CC",0,0,0,0,0,1,1,11008,,
195,11010,"Sinhagad Express",Exp,CR,PUNE,"Pune Junction",CSTM,"Mumbai CST",06:05,09:55,"3h 50m",9,"192 km",SMTWTFS,1,1,1,1,1,1,1,"2S CC",0,0,0,0,0,1,1,11009,,
196,11011,"Mahalaxmi Express",Exp,CR,CSTM,"Mumbai CST",KOP,"Shahu Maharaj Terminus",20:23,07:20,"10h 57m",16,"518 km",SMTWTFS,1,1,1,1,1,1,1,"SL 3A 2A 1A",1,1,1,0,1,0,0,11012,,
197,11012,"Mahalaxmi Express",Exp,CR,KOP,"Shahu Maharaj Terminus",CSTM,"Mumbai CST",20:30,07:25,"10h 55m",17,"518 km",SMTWTFS,1,1,1,1,1,1,1,"SL 3A 2A 1A",1,1,1,0,1,0,0,11011,,
198,11013,"Mumbai LTT-Coimbatore Express",Exp,CR,LTT,"Mumbai Lokmanya Tilak Terminus",CBE,"Coimbatore Main Junction",22:35,06:30,"31h 55m",31,"1518 km",SMTWTFS,1,1,1,1,1,1,1,"SL 3A 2A 1A",1,1,1,0,1,0,0,11014,,
199,11014,"Coimbatore Mumbai LTT Express",Exp,CR,CBE,"Coimbatore Main Junction",LTT,"Mumbai Lokmanya Tilak Terminus",08:00,14:30,"30h 30m",31,"1518 km",SMTWTFS,1,1,1,1,1,1,1,"SL 3A 2A 1A",1,1,1,0,1,0,0,11013,,
200,11015,"Kushinagar Express",Exp,CR,LTT,"Mumbai Lokmanya Tilak Terminus",GKP,"Gorakhpur Junction",22:45,07:25,"32h 40m",45,"1680 km",SMTWTFS,1,1,1,1,1,1,1,"SL 3A 2A",0,1,1,0,1,0,0,11016,,
201,11016,"Kushinagar Express",Exp,CR,GKP,"Gorakhpur Junction",LTT,"Mumbai Lokmanya Tilak Terminus",19:05,04:20,"33h 15m",43,"1680 km",SMTWTFS,1,1,1,1,1,1,1,"SL 3A 2A",0,1,1,0,1,0,0,11015,,
202,11017,"Chalukya Express",Exp,CR,DR,"Mumbai Dadar Central",YPR,"Bangalore Yesvantpur Junction",21:30,21:55,"24h 25m",25,"1205 km",SM-WTFS,1,1,0,1,1,1,1,"SL 3A 2A",0,1,1,0,1,0,0,11018,,
203,11018,"Chalukya Express",Exp,CR,YPR,"Bangalore Yesvantpur Junction",DR,"Mumbai Dadar Central",06:30,05:50,"23h 20m",24,"1205 km",SMTW-FS,1,1,1,1,0,1,1,"SL 3A 2A",0,1,1,0,1,0,0,11017,,
204,11019,"Konark Express",Exp,CR,CSTM,"Mumbai CST",BBS,Bhubaneswar,15:10,04:25,"37h 15m",34,"1932 km",SMTWTFS,1,1,1,1,1,1,1,"SL 3A 2A",0,1,1,0,1,0,0,11020,,
205,11020,"Konark Express",Exp,CR,BBS,Bhubaneswar,CSTM,"Mumbai CST",15:20,03:55,"36h 35m",35,"1932 km",SMTWTFS,1,1,1,1,1,1,1,"SL 3A 2A",0,1,1,0,1,0,0,11019,,
206,11023,"Sahyadri Express",Exp,CR,CSTM,"Mumbai CST",KOP,"Shahu Maharaj Terminus",17:50,06:05,"12h 15m",26,"518 km",SMTWTFS,1,1,1,1,1,1,1,"SL 3A 2A",0,1,1,0,1,0,0,11024,,
207,11024,"Sahyadri Express",Exp,CR,KOP,"Shahu Maharaj Terminus",CSTM,"Mumbai CST",22:50,11:55,"13h 5m",29,"518 km",SMTWTFS,1,1,1,1,1,1,1,"SL 3A 2A",0,1,1,0,1,0,0,11023,,
