id,code,name,address,state,zone
3921,KUN,Karnal,"Karnal, Haryana",Haryana,NR
3922,KUND,Kund,"State Highway 26, Haryana",Haryana,NWR
3923,KUP,Kup,"Kup Khurd, Punjab",Punjab,NR
3924,KUPR,Khurdpur,"Adampur, Punjab",Punjab,NR
3925,KUQ,Kuretha,"Katihar, Bihar",Bihar,NFR
3926,KUR,"Khurda Road Junction","Khordha, Orissa",Orissa,ECoR
3927,KURJ,Khajuraho,"National Highway 75, Madhya Pradesh","Madhya Pradesh",NCR
3928,KURO,Korari,"State Highway 38, Uttar Pradesh","Uttar Pradesh",NR
3929,KUT,Kanauta,"Jaipur, Rajasthan",Rajasthan,NWR
3930,KUTI,Khumtai,"Khumtai, Assam",Assam,NFR
3931,KUTL,Kuwanthal,"Pali, Rajasthan",Rajasthan,NWR
3932,KUTR,Kulathur,"Keeranur, Tamil Nadu","Tamil Nadu",SR
3933,KUU,Kuhuri,"Khordha, Orissa",Orissa,ECoR
3934,KUV,Kundara,"Kundara, Kerala",Kerala,SR
3935,KUW,Kanwar,"National Highway 2, Uttar Pradesh","Uttar Pradesh",NCR
3936,KUX,"Khirsadoh Junction","Chhindwara, Madhya Pradesh","Madhya Pradesh",CR
3937,KUY,"Tiruppur Kulipalayam","Tirupur, Tamil Nadu","Tamil Nadu",SR
3938,KV,Kayavarohan,"Kayavarohan, Gujarat",Gujarat,WR
3939,KVA,Kavas,"NH-112 Barmer-Jodhpur Hwy, Rajasthan",Rajasthan,NWR
3940,KVC,Kaparpura,"National Highway 28, Bihar",Bihar,ECR
3941,KVD,"Khurmabad Road","Khurmabad, Bihar",Bihar,ECR
3942,KVDU,Kadavakuduru,"Kadavakuduru, Andhra Pradesh","Andhra Pradesh",SCR
3943,KVE,Kavalande,"SH 57, Karnataka",Karnataka,SWR
3944,KVG,Kundanganj,"Harchandpur, Uttar Pradesh","Uttar Pradesh",NR
3945,KVGM,Kolvagram,"Bandikui, Rajasthan",Rajasthan,NWR
3946,KVH,Khambhel,"State Highway 7, Gujarat",Gujarat,WR
3947,KVJ,Keshavganj,"Jawai Bandh, Rajasthan",Rajasthan,NWR
3948,KVK,"Kavathe Mahankal","Jath Rd, Maharashtra",Maharashtra,CR
3949,KVL,Kizhvelur,"THIRUKKANNANGUDI Rd, Tamil Nadu","Tamil Nadu",SR
3950,KVLR,Karuvalli,"Salem district, Tamil Nadu","Tamil Nadu",SWR
3951,KVLS,Karakavalasa,"Coastal Andhra Region, Andhra Pradesh","Andhra Pradesh",ECoR
3952,KVM,Kavutaram,"Krishna, Andhra Pradesh","Andhra Pradesh",SCR
3953,KVN,Kavanur,"SH 59, Tamil Nadu","Tamil Nadu",SR
3954,KVNJ,Kapadvanj,"Kapadvanj, Gujarat",Gujarat,WR
3955,KVO,"Kevdi Road","Gujarat, Gujarat",Gujarat,WR
3956,KVP,Kavaraippettai,"Kavaraipettai, Tamil Nadu","Tamil Nadu",SR
3957,KVQ,Kosiara,"Jharkhand, Jharkhand",Jharkhand,ECR
3958,KVR,Kovvur,"West Godavari, Andhra Pradesh","Andhra Pradesh",SCR
3959,KVS,Kalsur,"haveri, Karnataka",Karnataka,SWR
3960,KVTA,"Karuvatta Halt","Ashramam- Pulipra, Kerala",Kerala,SR
3961,KVU,Kadakkavur,"Kadakkavoor, Kerala",Kerala,SR
3962,KVX,Kusumbhi,"Ajgain, Uttar Pradesh","Uttar Pradesh",NR
3963,KVZ,Kavali,"Kavali, Andhra Pradesh","Andhra Pradesh",SCR
3964,KW,Khervadi,"Chandori, Maharashtra",Maharashtra,CR
3965,KWAE,Katwa,"Katwa, West Bengal","West Bengal",ER
3966,KWB,Kaniwara,"Kanhiwada, Madhya Pradesh","Madhya Pradesh",SECR
3967,KWD,Karwandia,"Karwandiya, Bihar",Bihar,ECR
3968,KWDP,Kakdwip,"National Highway 117, West Bengal","West Bengal",ER
3969,KWE,Khurial,"Bihar, Bihar",Bihar,NFR
3970,KWF,Katwa,"Katwa, West Bengal","West Bengal",ER
3971,KWGN,Kawargaon,"Kawargaon, Chhattisgarh",Chhattisgarh,ECoR
3972,KWH,"Kachhwa Road","Kachhwa, Uttar Pradesh","Uttar Pradesh",NER
3973,KWI,Kivarli,"Shri Amirgadh, Rajasthan",Rajasthan,NWR
3974,KWJ,Khojewala,"Kapurthala, Punjab",Punjab,NR
3975,KWM,Kampur,"Kampur, Assam",Assam,NFR
3976,KWMD,"Kumbhawas Mundhalia Dabri","Kumbhawas, Haryana",Haryana,NR
3977,KWN,Kachewani,"Kachewani, Maharashtra",Maharashtra,SECR
3978,KWO,Karauta,"National Highway 30, Bihar",Bihar,ECR
3979,KWP,Khatipura,"Gandhinagar, Rajasthan",Rajasthan,NWR
3980,KWR,Koelwar,"National Highway 30, Bihar",Bihar,ECR
3981,KWV,Kurduvadi,"Kurduvadi, Maharashtra",Maharashtra,CR
3982,KWW,Kuswa,"MDR 106W, Uttar Pradesh","Uttar Pradesh",NCR
3983,KXA,Kuanriya,"State Highway 12, Rajasthan",Rajasthan,NWR
3984,KXB,Kanjai,"Mungaoli, Madhya Pradesh","Madhya Pradesh",WCR
3985,KXD,Kokalda,"Amravati, Maharashtra",Maharashtra,CR
3986,KXE,"Kalian Chak","Kalian Chak, Jharkhand",Jharkhand,ER
3987,KXF,"Kampil Road","MDR 68W, Uttar Pradesh","Uttar Pradesh",NER
3988,KXG,"Kharia Khangarh","Kharia Khangar, Rajasthan",Rajasthan,NWR
3989,KXH,Kapurthala,"Kapurthala, Punjab",Punjab,NR
3990,KXI,Kurumurthi,"Kurumurthi, Andhra Pradesh","Andhra Pradesh",SCR
3991,KXJ,"Karimganj Junction","Karimganj Town, Assam",Assam,NFR
3992,KXK,Kharkhauda,"State Highway 18, Uttar Pradesh","Uttar Pradesh",NR
3993,KXL,"Kamarbandha Ali","K B Rd, Assam",Assam,NFR
3994,KXM,Kitham,"Kitham, Uttar Pradesh","Uttar Pradesh",NCR
3995,KXN,Kanshbahal,"Sundargarh, Orissa",Orissa,SER
3996,KXO,Kudikadu,"Poondi, Tamil Nadu","Tamil Nadu",SR
3997,KXP,Kaniyapuram,"Trivandrum, Kerala",Kerala,SR
3998,KXT,Ketti,"Granduff Rd, Tamil Nadu","Tamil Nadu",SR
3999,KXX,"Kata Road","Washim, Maharashtra",Maharashtra,SCR
4000,KY,Kareli,"Kareli, Madhya Pradesh","Madhya Pradesh",WCR
4001,KYA,Kauriya,"Buxar, Bihar",Bihar,ECR
4002,KYBR,"Khairatiya Bandh Road","Khairatiya, Uttar Pradesh","Uttar Pradesh",NER
4003,KYE,Khurai,"Khurai, Madhya Pradesh","Madhya Pradesh",WCR
4004,KYF,"Kajrat Nawadih","Tiwari Vigha Rd, Jharkhand",Jharkhand,ECR
4005,KYH,Khairah,"Saran, Bihar",Bihar,NER
4006,KYI,Kalyani,"Kalyani, West Bengal","West Bengal",ER
4007,KYJ,"Kayamkulam Junction","Alappuzha Ph;0479-2442042, Kerala",Kerala,SR
4008,KYM,Kadiyam,"East Godavari, Andhra Pradesh","Andhra Pradesh",SCR
4009,KYN,"Kalyan Junction","Thane, Maharashtra",Maharashtra,CR
4010,KYNT,Kalyankot,"Kalyankot, Rajasthan",Rajasthan,NWR
4011,KYOP,Kottapalli,"Kottapalli, Andhra Pradesh","Andhra Pradesh",SCR
4012,KYP,Kalyanpur,"Baruipur, West Bengal","West Bengal",ER
4013,KYQ,Kamakhya,"Guwahati, Assam",Assam,NFR
4014,KYR,Karuppatti,"State Highway 73, Tamil Nadu","Tamil Nadu",SR
4015,KYS,Kusumkasa,"Kusumkasa, Chhattisgarh",Chhattisgarh,SECR
4016,KYSD,"Kaiyal Sedhavi","State Highway 217, Gujarat",Gujarat,WR
4017,KYT,Kailahat,"Mirzapur, Uttar Pradesh","Uttar Pradesh",NCR
4018,KYV,Koyilvenni,"Kovilvenni, Tamil Nadu","Tamil Nadu",SR
4019,KYW,Karchhue,"State Highway 47, Bihar",Bihar,NER
4020,KYX,"Karhiya Bhadeli","Ghatera, Madhya Pradesh","Madhya Pradesh",WCR
4021,KYY,Kariha,"Kariha, Punjab",Punjab,NR
4022,KZA,Khada,"Khadda Katai Bharpurva Bandh, Uttar Pradesh","Uttar Pradesh",NER
4023,KZB,Kurumbur,"Thoothukudi, Tamil Nadu","Tamil Nadu",SR
4024,KZC,Kulukkalur,"Kulukkallur, Kerala",Kerala,SR
4025,KZE,Kanhangad,"Kanhangad, Kerala",Kerala,SR
4026,KZH,"Kila Zafargarh","NH 71, Haryana",Haryana,NR
4027,KZI,Khandrawali,"State Highway 57, Uttar Pradesh","Uttar Pradesh",NR
4028,KZJ,"Kazipet Junction","Warangal District, Andhra Pradesh","Andhra Pradesh",SCR
4029,KZJT,"Kazipet Town","Hanamkonda, Andhra Pradesh","Andhra Pradesh",SCR
4030,KZK,Kazhakkuttam,"Trivandrum, Kerala",Kerala,SR
4031,KZPB,"Kazipara Barasat","Station Rd, West Bengal","West Bengal",ER
4032,KZPR,Kazipara,"Khagraghat - Chowrigacha, West Bengal","West Bengal",ER
4033,KZQ,Khimel,"Jawai Bandh, Rajasthan",Rajasthan,NWR
4034,KZS,"Kuakhera Halt","Chandausi, Uttar Pradesh","Uttar Pradesh",NR
4035,KZT,"Kuzhithurai Main","Marthandam, Tamil Nadu","Tamil Nadu",SR
4036,KZTW,"Kuzhithurai West","Kanyakumari, Tamil Nadu","Tamil Nadu",SR
4037,KZU,Kunki,"National Highway 33, Jharkhand",Jharkhand,SER
4038,KZW,"Katar Singhwala","State Highway 17, Punjab",Punjab,NR
4039,KZX,"Khudda Korala","Khuda, Punjab",Punjab,NR
4040,KZY,Kayalpattinam,"Arumuganeri, Tamil Nadu","Tamil Nadu",SR
4041,LAD,Lohardaga,"National Highway 75, Jharkhand",Jharkhand,SER
4042,LAE,Lakholi,"Reewa, Chhattisgarh",Chhattisgarh,ECoR
4043,LAK,Lakho,"Lakho, Bihar",Bihar,ECR
4044,LAL,Lushala,"State Highway 99, Gujarat",Gujarat,WR
4045,LAN,Lotana,"SH 150, Gujarat",Gujarat,WR
4046,LAP,Lohapur,"Sagardighi Railway Station, West Bengal","West Bengal",ER
4047,LAR,Lalitpur,"Lalitpur, Uttar Pradesh","Uttar Pradesh",NCR
4048,LAT,Lathi,"Lathi, Gujarat",Gujarat,WR
4049,LAU,Ladnun,"Ladnun, Rajasthan",Rajasthan,NWR
4050,LAUL,Laul,"State Highway 161, Maharashtra",Maharashtra,CR
4051,LAV,Labha,"National Highway 81, Bihar",Bihar,NFR
4052,LBA,Lambhua,"Lambhua, Uttar Pradesh","Uttar Pradesh",NR
4053,LBG,Limbgaon,"Huzur Sahib Nanded, Maharashtra",Maharashtra,SCR
4054,LBN,Laban,"Bundi, Rajasthan",Rajasthan,WCR
4055,LBO,Latabor,"Latabore, Chhattisgarh",Chhattisgarh,SECR
4056,LBT,"Lalgarh Bihar Halt","Lalgarh, Jharkhand",Jharkhand,ECR
4057,LBTL,Lebutala,"Lebutala, West Bengal","West Bengal",ER
4058,LBW,"Laiburwa Halt","Laiburwa, Uttar Pradesh","Uttar Pradesh",NER
4059,LC,"Lucknow City","Lucknow, Uttar Pradesh","Uttar Pradesh",NER
4060,LCAE,"Lalbagh Court Road","Lalbagh Court Road, West Bengal","West Bengal",ER
4061,LCH,Linch,"State Highway 41, Gujarat",Gujarat,WR
4062,LCK,"Lakhochak Halt",,,?
4063,LCR,Lokur,"Lokur, Tamil Nadu","Tamil Nadu",SR
4064,LCT,Langcholiet,"TV Centre Road, Assam",Assam,NFR
4065,LD,"Londa Junction","Londa, Karnataka",Karnataka,SWR
4066,LDA,"Lidhora Khurd","Sagar, Madhya Pradesh","Madhya Pradesh",WCR
4067,LDCY,"Lodi Colony","Najafkhan Rd, Delhi NCT","Delhi NCT",NR
4068,LDD,Ladkhed,"SH 212, Maharashtra",Maharashtra,CR
4069,LDE,Lokdhikhera,"Sausar, Madhya Pradesh","Madhya Pradesh",SECR
4070,LDH,"Ludhiana Junction","JN for UMB/FZR/JUC/DUI, Punjab",Punjab,NR
4071,LDK,Ladhuka,"State Highway 20, Punjab",Punjab,NR
4072,LDM,Ledarmer,"Jalor, Rajasthan",Rajasthan,NWR
4073,LDP,"Lodipur Bishnupur","Harthala Station Rd, Uttar Pradesh","Uttar Pradesh",NR
4074,LDR,Landaura,"Haridwar, Uttarakhand",Uttarakhand,NR
4075,LDU,Lunidhar,"State Highway 104, Gujarat",Gujarat,WR
4076,LDW,Ladhowal,"Ladhowal, Punjab",Punjab,NR
4077,LDX,Ladda,"Rayagada, Orissa",Orissa,ECoR
4078,LDY,Lakkidi,"Palakkad, Kerala",Kerala,SR
4079,LEDO,Ledo,"Ledo, Assam",Assam,NFR
4080,LEK,Lakhakhera,"Lakhakhera, Madhya Pradesh","Madhya Pradesh",WCR
4081,LER,Lehra,"Lehra Railway Station Rd, Uttar Pradesh","Uttar Pradesh",NER
4082,LFG,"Lower Haflong","Haflong, Assam",Assam,NFR
4083,LGCE,Lagargawan,"Lagargawan, Madhya Pradesh","Madhya Pradesh",WCR
4084,LGDH,"Lalaguda Gate","Secunderabad, Andhra Pradesh","Andhra Pradesh",SCR
4085,LGH,"Lalgarh Junction","Bikaner, Rajasthan",Rajasthan,NWR
4086,LGL,Lalgola,"Lalgola, West Bengal","West Bengal",ER
4087,LGN,Lehgaon,"Amravati, Maharashtra",Maharashtra,CR
4088,LGO,LalgopalGanj,"Lal Gopalganj, Uttar Pradesh","Uttar Pradesh",NR
4089,LGRE,Lingiri,"State Highway 51, Karnataka",Karnataka,SCR
4090,LGT,Langting,"Langting, Assam",Assam,NFR
4091,LGTR,"Lingaraj Temple Road","Bhubaneswar, Orissa",Orissa,ECoR
4092,LH,Lahing,"Mudoijan, Assam",Assam,NFR
4093,LHA,"Lehra Gaga","Sangrur, Punjab",Punjab,NR
4094,LHB,Lahabon,"Deoghar, Jharkhand",Jharkhand,ER
4095,LHBK,"Lothal Bhurkhi","State Highway 1, Gujarat",Gujarat,WR
4096,LHD,Lohogad,"Akola, Maharashtra",Maharashtra,SCR
4097,LHL,Lahoal,"A T Rd, Assam",Assam,NFR
4098,LHLL,Lahli,"State Highway 16, Haryana",Haryana,NWR
4099,LHM,"Lehra Muhabbat","National Highway 64, Punjab",Punjab,NR
4100,LHN,Lachyan,"Solapur, Maharashtra",Maharashtra,SWR
4101,LHU,Loharu,"Bhiwani Distt., Haryana",Haryana,NWR
4102,LHW,Loharwara,"Sikar Rd, Rajasthan",Rajasthan,NWR
4103,LIG,Linga,"Linga, Madhya Pradesh","Madhya Pradesh",SECR
4104,LIN,Lingamguntla,"Guntur, Andhra Pradesh","Andhra Pradesh",SCR
4105,LING,Ling,"Ling, Maharashtra",Maharashtra,CR
4106,LIR,Lachmipur,,,NER
4107,LJN,"Lucknow Junction","Lucknow, Uttar Pradesh","Uttar Pradesh",NER
4108,LJR,"Lanjigarh Road","State Highway 6, Orissa",Orissa,ECoR
4109,LKA,Lanka,"Lanka, Assam",Assam,NFR
4110,LKB,"Lakshmipur Bhorang","Lakshmipur Bhorang, Bihar",Bihar,ER
4111,LKBL,Lakhabawal,"Jamnagar, Gujarat",Gujarat,WR
4112,LKD,Lakodara,"NH 8, Gujarat",Gujarat,WR
4113,LKDU,Lankalakoderu,"Lankala Koderu, Andhra Pradesh","Andhra Pradesh",SCR
4114,LKE,Lakheri,"Bundi, Rajasthan",Rajasthan,WCR
4115,LKF,"Lake Gardens","Kolkata, West Bengal","West Bengal",ER
4116,LKG,Lamsakhang,"Lamsakhan Rd, Assam",Assam,NFR
4117,LKKA,"Lal Kuan","Lalkuan, Uttarakhand",Uttarakhand,NER
4118,LKKD,"Lakkad Kot","National Highway 6, Maharashtra",Maharashtra,WR
4119,LKMN,"Lokmanya Nagar","Indore, Madhya Pradesh","Madhya Pradesh",WR
4120,LKMR,"Laxmipur Road","Lakshmipur, Orissa",Orissa,ECoR
4121,LKN,Lakhminia,"Bihar, Bihar",Bihar,ECR
4122,LKNA,Lakhna,"National Highway 217, Chhattisgarh",Chhattisgarh,ECoR
4123,LKNR,"Lakhpat Nagar","Mankapur, Uttar Pradesh","Uttar Pradesh",NER
4124,LKO,Lucknow,"Charbagh, Uttar Pradesh","Uttar Pradesh",NR
4125,LKPL,Lakdikapul,"Hyderabad, Andhra Pradesh","Andhra Pradesh",SCR
4126,LKPR,Lakshmikantpur,"Lakshmikantapur, West Bengal","West Bengal",ER
4127,LKQ,"Laukaha Bazar","Madhubani, Bihar",Bihar,ECR
4128,LKR,"Luckeesarai Junction","Lakhisarai, Bihar",Bihar,ECR
4129,LKS,Lunkaransar,"Lukhransar, Rajasthan",Rajasthan,NWR
4130,LKSH,Lakshminarayanapuram,"L Narayanapuram, Andhra Pradesh","Andhra Pradesh",SCR
4131,LKT,Hulkoti,"National Highway 63, Karnataka",Karnataka,SWR
4132,LKU,"Lal Kuan","Lalkuan, Uttarakhand",Uttarakhand,NER
4133,LKW,Lakhewali,"Court Rd, Punjab",Punjab,NR
4134,LKX,Lakshmipur,"Lakshmipur Railway Station, West Bengal","West Bengal",ER
4135,LKY,Lakhmapur,"Muttalageri, Karnataka",Karnataka,SWR
4136,LKZ,Lakadiya,"Lakadia, Gujarat",Gujarat,WR
4137,LLBR,Lalabazar,"Kalachera Rd, Assam",Assam,?
4138,LLGM,Leliguma,"Leliguma, Orissa",Orissa,ECoR
4139,LLH,Liluah,"Howrah, West Bengal","West Bengal",ER
4140,LLI,Lalgudi,"Lalgudi, Tamil Nadu","Tamil Nadu",SR
4141,LLJ,LalGanj,"Lalganj, Uttar Pradesh","Uttar Pradesh",NR
4142,LLP,Lalitgram,"Lalitgram, Bihar",Bihar,ECR
4143,LLPR,"Lalit Lakshmipur","Dokahar Rd, Bihar",Bihar,ECR
4144,LLR,Lalpur,"Kanpur Dehat, Uttar Pradesh","Uttar Pradesh",NCR
4145,LLU,Lalru,"Lalru, Punjab",Punjab,NR
4146,LM,Limbdi,"Limbdi, Gujarat",Gujarat,WR
4147,LMA,Lambiya,"National Highway 79, Rajasthan",Rajasthan,NWR
4148,LMB,Limbara,"SH 166, Gujarat",Gujarat,WR
4149,LMC,Lakhamanchi,"State Highway 113, Gujarat",Gujarat,WR
4150,LMD,Linganenidoddi,"Rayalaseema Region, Andhra Pradesh","Andhra Pradesh",SCR
4151,LMG,"Lumding Junction","Lumding. Ph:-03674-263366, Assam",Assam,NFR
4152,LMK,Limkheda,"Limkheda, Gujarat",Gujarat,WR
4153,LMM,"Lailakh Mamlkha","Lailakh Mamlkha, Bihar",Bihar,ER
4154,LMN,Lachhmanpur,"Unchahar, Uttar Pradesh","Uttar Pradesh",NR
4155,LMNR,"Lakshmibai Nagar","Indore, Madhya Pradesh","Madhya Pradesh",WR
4156,LMO,"Liliya Mota","Liliya Mota, Gujarat",Gujarat,WR
4157,LMP,Lakhimpur,"Lakhimpur, Uttar Pradesh","Uttar Pradesh",NER
4158,LMT,Almatti,"Bijapur, Karnataka",Karnataka,SWR
4159,LMU,Limarua,"Chiraidongri, Madhya Pradesh","Madhya Pradesh",SECR
4160,LNA,Lamana,"Beawar, Rajasthan",Rajasthan,NWR
4161,LNH,"Lachhmangarh Sikar","Laxmangarh, Rajasthan",Rajasthan,NWR
4162,LNK,"Lohian Khas Junction","Malsian Rd, Punjab",Punjab,NR
4163,LNL,Lonavala,"Lonavala, Maharashtra",Maharashtra,CR
4164,LNN,Lonand,"Jn Point Daund /Miraj /Pune, Maharashtra",Maharashtra,CR
4165,LNO,"Lohna Road","Naruar, Bihar",Bihar,ECR
4166,LNP,Langarpeth,"Jath Rd, Maharashtra",Maharashtra,CR
4167,LNR,"Luni Richha","Alote, Madhya Pradesh","Madhya Pradesh",WCR
4168,LNS,"Lunsu Halt","Lunsu, Himachal Pradesh","Himachal Pradesh",NR
4169,LNT,Lingti,"State Highway 234, Maharashtra",Maharashtra,?
4170,LO,Loliya,"State Highway 1, Gujarat",Gujarat,WR
4171,LOA,Lorha,"Umaria, Madhya Pradesh","Madhya Pradesh",SECR
4172,LOD,Lekoda,"Ujjain, Madhya Pradesh","Madhya Pradesh",WR
4173,LOG,Lohgara,"Lohgara, Uttar Pradesh","Uttar Pradesh",NCR
4174,LOGH,Lottegollahalli,"Bengaluru-94, Karnataka",Karnataka,SWR
4175,LOHA,Loha,"Ratangarh, Rajasthan",Rajasthan,NWR
4176,LOK,Loknath,"Loknath Railway Station, West Bengal","West Bengal",ER
4177,LOM,Lodhma,"Lodhma, Jharkhand",Jharkhand,SER
4178,LONI,Loni,"Loni, Maharashtra",Maharashtra,CR
4179,LOT,Lohra,"Lohra, Uttar Pradesh","Uttar Pradesh",NR
4180,LOV,Lovedale,"Ooty, Tamil Nadu","Tamil Nadu",SR
4181,LP,Lalapet,"NH 67, Tamil Nadu","Tamil Nadu",SR
4182,LPB,"Lodipur Bishanpur","Bishanpur, Uttar Pradesh","Uttar Pradesh",NR
4183,LPG,Lapanga,"Jharsuguda, Orissa",Orissa,ECoR
4184,LPH,Lotapahar,"Lotapahar Station, Jharkhand",Jharkhand,SER
4185,LPI,Lingampalli,"Hyderabad, Andhra Pradesh","Andhra Pradesh",SCR
4186,LPJ,"Lalpur Jam","Lalpur, Gujarat",Gujarat,WR
4187,LPN,Laopani,"National Highway 37, Assam",Assam,NFR
4188,LPNR,"Lajpat Nagar","Lajpat Nagar, Delhi NCT","Delhi NCT",NR
4189,LPR,"Lilapur Road","State Highway 17, Gujarat",Gujarat,WR
4190,LPTA,Longpatia,"Nabhokotia Rd, Assam",Assam,NFR
4191,LPU,Lakhpuri,"Lakhpuri, Maharashtra",Maharashtra,CR
4192,LPW,Loharpurwa,"Loharpurwa, Uttar Pradesh","Uttar Pradesh",NER
4193,LR,Ladpura,"Ajmer, Rajasthan",Rajasthan,NWR
4194,LRD,"Lar Road","Deoria, Uttar Pradesh","Uttar Pradesh",NER
4195,LRI,"Lihuri Halt","Lihuri Rd, Andhra Pradesh","Andhra Pradesh",ECoR
4196,LRJ,"Laksar Junction","Laksar, Uttarakhand",Uttarakhand,NR
4197,LRU,"Lalpur Umri","SH 1, Rajasthan",Rajasthan,WCR
4198,LS,Lasalgaon,"Lasalgaon, Maharashtra",Maharashtra,CR
4199,LSD,Lusadiya,"Lusadiya, Gujarat",Gujarat,NWR
4200,LSG,"Lawa Sardargarh","State Highway 56, Rajasthan",Rajasthan,NWR
4201,LSI,"Laheria Sarai","Darbhanga., Bihar",Bihar,ECR
4202,LSN,Lasina,"Lasina, Maharashtra",Maharashtra,CR
4203,LSR,Lasur,"Aurangabad, Maharashtra",Maharashtra,SCR
4204,LSX,Loisingha,"Loisingha, Orissa",Orissa,ECoR
4205,LT,Lahavit,"Wadhiware, Maharashtra",Maharashtra,CR
4206,LTA,Lamta,"Lamta, Madhya Pradesh","Madhya Pradesh",SECR
4207,LTD,Lathidad,"Tajpar Rd, Gujarat",Gujarat,WR
4208,LTHR,Latehar,"Latehar, Jharkhand",Jharkhand,ECR
4209,LTI,Latteri,"SH 59, Tamil Nadu","Tamil Nadu",SR
4210,LTK,Lathikata,"Latkata, Orissa",Orissa,SER
4211,LTMD,Latemda,"State Highway 4, West Bengal","West Bengal",SER
4212,LTR,Lakhtar,"Lakhtar, Gujarat",Gujarat,WR
4213,LTRR,"Latur Road","SH 3, Maharashtra",Maharashtra,SCR
4214,LTT,"Mumbai Lokmanya Tilak Terminus","Mumbai, Maharashtra",Maharashtra,CR
4215,LTV,Lotarva,"Sankr Main Rd, Gujarat",Gujarat,WR
4216,LUNI,"Luni Junction","Luni, Rajasthan",Rajasthan,NWR
4217,LUR,Latur,"Latur, Maharashtra",Maharashtra,CR
4218,LUSA,Lusa,"State Highway 5, Uttar Pradesh","Uttar Pradesh",NCR
4219,LVR,"Lokvidyapith Nagar","National Highway 29, Uttar Pradesh","Uttar Pradesh",NER
4220,LWR,"Alnavar Junction","Alnavar, Karnataka",Karnataka,SWR
4221,LWS,Lukwasa,"Lukwasa, Madhya Pradesh","Madhya Pradesh",WCR
4222,LXA,Lakswa,"Kukurachowa Gaon Rd, Assam",Assam,NFR
4223,LXD,"Lakshannath Road","Medinipur, West Bengal","West Bengal",SER
4224,LXR,Lunseriya,"State Highway 113, Gujarat",Gujarat,WR
4225,LYD,Layabad,"Loyabad, Jharkhand",Jharkhand,SER
4226,MA,Madha,"Solapur, Maharashtra",Maharashtra,CR
4227,MAA,Maval,"National Highway 14, Rajasthan",Rajasthan,NWR
4228,MAAR,Malhar,"Jodhpur, Rajasthan",Rajasthan,?
4229,MABA,"Mandi Bamora","Sagar, Madhya Pradesh","Madhya Pradesh",WCR
4230,MABB,"Mabbi Halt","Mabbi Halt, Bihar",Bihar,ECR
4231,MABD,Mahbubabad,"Mahbubabad, Andhra Pradesh","Andhra Pradesh",SCR
4232,MACR,"Manguli Chowdwar","Orissa, Orissa",Orissa,ECoR
4233,MAD,Maddur,"Mandya District, Karnataka",Karnataka,SWR
4234,MADA,Maonda,"State Highway 13, Rajasthan",Rajasthan,NWR
4235,MADR,Madure,"Sawantwadi Vengurla Rd, Maharashtra",Maharashtra,KR
4236,MAE,Matheran,"Matheran, Maharashtra",Maharashtra,CR
4237,MAEL,Mael,"Mael Railway Station, Jharkhand",Jharkhand,SER
4238,MAF,Manur,"Tiruvalangadu Rd, Tamil Nadu","Tamil Nadu",SR
4239,MAG,Mangalagiri,"Mangalagiri, Andhra Pradesh","Andhra Pradesh",SCR
4240,MAGH,Manikgarh,"Manikgarh, Maharashtra",Maharashtra,SCR
4241,MAH,Madhoganj,"Hardoi, Uttar Pradesh","Uttar Pradesh",NR
4242,MAHE,Mahe,"Mahe, Puducherry",Puducherry,SR
4243,MAHO,Maholi,"Maholi, Uttar Pradesh","Uttar Pradesh",NR
4244,MAI,Mehsi,"Mehsi, Bihar",Bihar,ECR
4245,MAJN,"Mangalore Junction","Mangalore, Karnataka",Karnataka,SR
4246,MAK,Mallikpur,"Kolkata, West Bengal","West Bengal",ER
4247,MAKH,Mokhampura,"National Highway 79, Rajasthan",Rajasthan,NWR
4248,MAKM,Mararikkulam,"Mararikulam, Kerala",Kerala,SR
4249,MAKR,Malkheri,"Bina, Madhya Pradesh","Madhya Pradesh",WCR
4250,MALA,Mala,"Pilibhit, Uttar Pradesh","Uttar Pradesh",NER
4251,MALB,"Maliya Miyana","Malia, Gujarat",Gujarat,WR
4252,MALK,"Malkapur Road","Betul, Madhya Pradesh","Madhya Pradesh",CR
4253,MALM,"Manthralayam Road","Kurnool, Andhra Pradesh","Andhra Pradesh",SCR
4254,MAM,"Mangal Mahudi","National Highway 59, Gujarat",Gujarat,WR
4255,MAN,Maninagar,"Ahmadabad, Gujarat",Gujarat,WR
4256,MANA,Mana,"Akola, Maharashtra",Maharashtra,CR
4257,MAND,Mandurai,"Tiruchirappalli, Tamil Nadu","Tamil Nadu",SR
4258,MANE,Maneswar,"Orissa, Orissa",Orissa,ECoR
4259,MANG,Mahanagar,"National Highway 34, West Bengal","West Bengal",NFR
4260,MANI,"Mani Halt","Mani, Bihar",Bihar,ECR
4261,MANK,"Manki Halt","Manki, Karnataka",Karnataka,KR
4262,MANU,Manu,"Manu, Tripura",Tripura,NFR
4263,MANW,Manwa,"Manwa, Uttar Pradesh","Uttar Pradesh",NER
4264,MAO,"Madgaon Junction","Madgaon. Ph:- 0832-2712790., Goa",Goa,KR
4265,MAP,Morappur,"Dharmapuri, Tamil Nadu","Tamil Nadu",SR
4266,MAQ,"Mangalore Central","Mangalore, Karnataka",Karnataka,SR
4267,MAR,Mulanur,"National Highway 46, Andhra Pradesh","Andhra Pradesh",SWR
4268,MARD,"Mavur Road","State Highway 23, Tamil Nadu","Tamil Nadu",SR
